Freq.	V(out)
1.58489319246110e+002	(-5.10184633229272e-001dB,-2.76381079940808e+001°)
1.62181009735892e+002	(-5.33505121054993e-001dB,-2.82563841177534e+001°)
1.65958690743755e+002	(-5.57857761765984e-001dB,-2.88873282475343e+001°)
1.69824365246173e+002	(-5.83285154662863e-001dB,-2.95311218667107e+001°)
1.73780082874936e+002	(-6.09831379813794e-001dB,-3.01879437335409e+001°)
1.77827941003891e+002	(-6.37542025190149e-001dB,-3.08579694422801e+001°)
1.81970085860997e+002	(-6.66464211600164e-001dB,-3.15413709630357e+001°)
1.86208713666286e+002	(-6.96646614974909e-001dB,-3.22383161636348e+001°)
1.90546071796323e+002	(-7.28139486075015e-001dB,-3.29489682995520e+001°)
1.94984459975803e+002	(-7.60994668852400e-001dB,-3.36734854853966e+001°)
1.99526231496887e+002	(-7.95265613609711e-001dB,-3.44120201361206e+001°)
2.04173794466952e+002	(-8.31007388163999e-001dB,-3.51647183874239e+001°)
2.08929613085403e+002	(-8.68276684935403e-001dB,-3.59317194946426e+001°)
2.13796208950222e+002	(-9.07131823609932e-001dB,-3.67131552010394e+001°)
2.18776162394954e+002	(-9.47632749058469e-001dB,-3.75091490888922e+001°)
2.23872113856832e+002	(-9.89841025071208e-001dB,-3.83198159075561e+001°)
2.29086765276776e+002	(-1.03381982206074e+000dB,-3.91452608824301e+001°)
2.34422881531991e+002	(-1.07963389917380e+000dB,-3.99855789938798e+001°)
2.39883291901947e+002	(-1.12734958043298e+000dB,-4.08408542542042e+001°)
2.45470891568501e+002	(-1.17703472406536e+000dB,-4.17111589607820e+001°)
2.51188643150956e+002	(-1.22875868479127e+000dB,-4.25965529252081e+001°)
2.57039578276885e+002	(-1.28259226912068e+000dB,-4.34970827157306e+001°)
2.63026799189536e+002	(-1.33860768240750e+000dB,-4.44127808653520e+001°)
2.69153480392690e+002	(-1.39687846781688e+000dB,-4.53436650894930e+001°)
2.75422870333815e+002	(-1.45747943705813e+000dB,-4.62897374983890e+001°)
2.81838293126443e+002	(-1.52048659185167e+000dB,-4.72509838048376e+001°)
2.88403150312659e+002	(-1.58597703629114e+000dB,-4.82273725563933e+001°)
2.95120922666637e+002	(-1.65402888071017e+000dB,-4.92188543467676e+001°)
3.01995172040200e+002	(-1.72472113384215e+000dB,-5.02253610773582e+001°)
3.09029543251357e+002	(-1.79813358765202e+000dB,-5.12468052124982e+001°)
3.16227766016836e+002	(-1.87434669017575e+000dB,-5.22830790735534e+001°)
3.23593656929626e+002	(-1.95344141015069e+000dB,-5.33340541576014e+001°)
3.31131121482589e+002	(-2.03549909015345e+000dB,-5.43995805017223e+001°)
3.38844156139200e+002	(-2.12060129117933e+000dB,-5.54794860785491e+001°)
3.46736850452529e+002	(-2.20882962731172e+000dB,-5.65735762538389e+001°)
3.54813389233573e+002	(-2.30026559034395e+000dB,-5.76816332887155e+001°)
3.63078054770099e+002	(-2.39499036665841e+000dB,-5.88034159121912e+001°)
3.71535229097170e+002	(-2.49308464491584e+000dB,-5.99386589567808e+001°)
3.80189396320558e+002	(-2.59462841603015e+000dB,-6.10870730715451e+001°)
3.89045144994278e+002	(-2.69970076642538e+000dB,-6.22483445157124e+001°)
3.98107170553494e+002	(-2.80837966421228e+000dB,-6.34221350363645e+001°)
4.07380277804110e+002	(-2.92074174052144e+000dB,-6.46080818413683e+001°)
4.16869383470332e+002	(-3.03686206627204e+000dB,-6.58057976679839e+001°)
4.26579518801589e+002	(-3.15681392558693e+000dB,-6.70148709521469e+001°)
4.36515832240163e+002	(-3.28066858707796e+000dB,-6.82348661051023e+001°)
4.46683592150960e+002	(-3.40849507435091e+000dB,-6.94653238968710e+001°)
4.57088189614872e+002	(-3.54035993708554e+000dB,-7.07057619534790e+001°)
4.67735141287195e+002	(-3.67632702395731e+000dB,-7.19556753656138e+001°)
4.78630092322635e+002	(-3.81645725931928e+000dB,-7.32145374110210e+001°)
4.89778819368443e+002	(-3.96080842458704e+000dB,-7.44818003937491e+001°)
5.01187233627268e+002	(-4.10943494626252e+000dB,-7.57568965885695e+001°)
5.12861383991361e+002	(-4.26238769220690e+000dB,-7.70392393063576e+001°)
5.24807460249769e+002	(-4.41971377719178e+000dB,-7.83282240574579e+001°)
5.37031796370249e+002	(-4.58145638002478e+000dB,-7.96232298209504e+001°)
5.49540873857620e+002	(-4.74765457294285e+000dB,-8.09236204134742e+001°)
5.62341325190345e+002	(-4.91834316517752e+000dB,-8.22287459455743e+001°)
5.75439937337152e+002	(-5.09355256182848e+000dB,-8.35379443626657e+001°)
5.88843655355584e+002	(-5.27330863908976e+000dB,-8.48505430625771e+001°)
6.02559586074353e+002	(-5.45763263716814e+000dB,-8.61658605769000e+001°)
6.16595001861477e+002	(-5.64654107170947e+000dB,-8.74832083099474e+001°)
6.30957344480188e+002	(-5.84004566441294e+000dB,-8.88018923217558e+001°)
6.45654229034650e+002	(-6.03815329360344e+000dB,-9.01212151463440e+001°)
6.60693448007591e+002	(-6.24086596515214e+000dB,-9.14404776322844e+001°)
6.76082975391976e+002	(-6.44818080397245e+000dB,-9.27589807938186e+001°)
6.91830970918931e+002	(-6.66009006620651e+000dB,-9.40760276627841e+001°)
7.07945784384132e+002	(-6.87658117190672e+000dB,-9.53909251245839e+001°)
7.24435960074984e+002	(-7.09763675816793e+000dB,-9.67029857298235e+001°)
7.41310241300911e+002	(-7.32323475188320e+000dB,-9.80115294745073e+001°)
7.58577575029177e+002	(-7.55334846166646e+000dB,-9.93158855254645e+001°)
7.76247116628685e+002	(-7.78794668827554e+000dB,-1.00615393892997e+002°)
7.94328234724275e+002	(-8.02699385220328e+000dB,-1.01909407034546e+002°)
8.12830516164092e+002	(-8.27045013783073e+000dB,-1.03197291381295e+002°)
8.31763771102664e+002	(-8.51827165226335e+000dB,-1.04478428779868e+002°)
8.51138038202369e+002	(-8.77041059839730e+000dB,-1.05752217844868e+002°)
8.70963589956073e+002	(-9.02681545996947e+000dB,-1.07018075206392e+002°)
8.91250938133738e+002	(-9.28743119761482e+000dB,-1.08275436660302e+002°)
9.12010839355902e+002	(-9.55219945426349e+000dB,-1.09523758208257e+002°)
9.33254300796983e+002	(-9.82105876851549e+000dB,-1.10762516987542e+002°)
9.54992586021428e+002	(-1.00939447940034e+001dB,-1.11991212086948e+002°)
9.77237220955802e+002	(-1.03707905236211e+001dB,-1.13209365248965e+002°)
9.99999999999991e+002	(-1.06515265170836e+001dB,-1.14416521459954e+002°)
1.02329299228075e+003	(-1.09360811299465e+001dB,-1.15612249425488e+002°)
1.04712854805089e+003	(-1.12243807430693e+001dB,-1.16796141936203e+002°)
1.07151930523760e+003	(-1.15163499911095e+001dB,-1.17967816122627e+002°)
1.09647819614318e+003	(-1.18119119884550e+001dB,-1.19126913609736e+002°)
1.12201845430195e+003	(-1.21109885519359e+001dB,-1.20273100564509e+002°)
1.14815362149687e+003	(-1.24135004186403e+001dB,-1.21406067654067e+002°)
1.17489755493952e+003	(-1.27193674583251e+001dB,-1.22525529907282e+002°)
1.20226443461740e+003	(-1.30285088792479e+001dB,-1.23631226492915e+002°)
1.23026877081237e+003	(-1.33408434268531e+001dB,-1.24722920419676e+002°)
1.25892541179416e+003	(-1.36562895742319e+001dB,-1.25800398159095e+002°)
1.28824955169312e+003	(-1.39747657044538e+001dB,-1.26863469205080e+002°)
1.31825673855640e+003	(-1.42961902834962e+001dB,-1.27911965570274e+002°)
1.34896288259164e+003	(-1.46204820242036e+001dB,-1.28945741227359e+002°)
1.38038426460287e+003	(-1.49475600403442e+001dB,-1.29964671503662e+002°)
1.41253754462274e+003	(-1.52773439909313e+001dB,-1.30968652434030e+002°)
1.44543977074591e+003	(-1.56097542146910e+001dB,-1.31957600074122e+002°)
1.47910838816819e+003	(-1.59447118545529e+001dB,-1.32931449788583e+002°)
1.51356124843619e+003	(-1.62821389721963e+001dB,-1.33890155510800e+002°)
1.54881661891247e+003	(-1.66219586529534e+001dB,-1.34833688984367e+002°)
1.58489319246110e+003	(-1.69640951009415e+001dB,-1.35762038991556e+002°)
1.62181009735891e+003	(-1.73084737250660e+001dB,-1.36675210570625e+002°)
1.65958690743754e+003	(-1.76550212155722e+001dB,-1.37573224228290e+002°)
1.69824365246173e+003	(-1.80036656121521e+001dB,-1.38456115152616e+002°)
1.73780082874936e+003	(-1.83543363633461e+001dB,-1.39323932426320e+002°)
1.77827941003891e+003	(-1.87069643778791e+001dB,-1.40176738247831e+002°)
1.81970085860997e+003	(-1.90614820683301e+001dB,-1.41014607161022e+002°)
1.86208713666285e+003	(-1.94178233874937e+001dB,-1.41837625296440e+002°)
1.90546071796323e+003	(-1.97759238576496e+001dB,-1.42645889627268e+002°)
1.94984459975803e+003	(-2.01357205935343e+001dB,-1.43439507241367e+002°)
1.99526231496886e+003	(-2.04971523190586e+001dB,-1.44218594631740e+002°)
2.04173794466951e+003	(-2.08601593784609e+001dB,-1.44983277007282e+002°)
2.08929613085402e+003	(-2.12246837420586e+001dB,-1.45733687623353e+002°)
2.13796208950221e+003	(-2.15906690072332e+001dB,-1.46469967135811e+002°)
2.18776162394953e+003	(-2.19580603948872e+001dB,-1.47192262977480e+002°)
2.23872113856832e+003	(-2.23268047417680e+001dB,-1.47900728758230e+002°)
2.29086765276775e+003	(-2.26968504890981e+001dB,-1.48595523689354e+002°)
2.34422881531990e+003	(-2.30681476677961e+001dB,-1.49276812032272e+002°)
2.39883291901947e+003	(-2.34406478806722e+001dB,-1.49944762571207e+002°)
2.45470891568501e+003	(-2.38143042818186e+001dB,-1.50599548111340e+002°)
2.51188643150955e+003	(-2.41890715537257e+001dB,-1.51241345000390e+002°)
2.57039578276884e+003	(-2.45649058820755e+001dB,-1.51870332674536e+002°)
2.63026799189535e+003	(-2.49417649288405e+001dB,-1.52486693227993e+002°)
2.69153480392689e+003	(-2.53196078036235e+001dB,-1.53090611005881e+002°)
2.75422870333814e+003	(-2.56983950337612e+001dB,-1.53682272220381e+002°)
2.81838293126442e+003	(-2.60780885331766e+001dB,-1.54261864587556e+002°)
2.88403150312658e+003	(-2.64586515702989e+001dB,-1.54829576987827e+002°)
2.95120922666635e+003	(-2.68400487352721e+001dB,-1.55385599145445e+002°)
3.01995172040198e+003	(-2.72222459065300e+001dB,-1.55930121329398e+002°)
